year,category,nominee,workers,winner
2018,Best Dance/Electronica Album,3-D The Catalogue,Kraftwerk,TRUE
2018,Best Dance/Electronica Album,Mura Masa,Mura Masa,FALSE
2018,Best Dance/Electronica Album,What Now,Sylvan Esso,FALSE
2018,"Best Engineered Album, Classical",Shostakovich: Symphony NO. 5; Barber: Adagio,"The Pittsburgh Symphony Orchestra (artist), Manfred Honeck (artist), Marc Donahue (engineer)",TRUE
2018,"Best Engineered Album, Classical",Danielpour: Songs of Solitude & War Songs,"Nashville Symphony (artist), Giancarlo Guerrero (artist), Thomas Hampson (artist), Gary Call (engineer)",FALSE
2018,"Best Engineered Album, Classical",Kleiberg: Mass for Modern Man,"Trondheim Symphony Orchestra (artist), Trondheim Vokalensemble (artist), Eivind Gullberg Jensen (artist), Morten Lindberg (engineer)",FALSE
2018,"Best Engineered Album, Non-Classical",24K Magic,"Bruno Mars (artist), Tom Coyne (mastering engineer), Carlos Alberto Moniz (engineer), John Hanes (engineer), Serban Ghenea (engineer)",TRUE
2018,"Best Engineered Album, Non-Classical",No Shape,"Perfume Genius (artist), Patricia Sullivan (mastering engineer), Joseph Lorge (engineer), Shawn Everett (engineer)",FALSE
2018,"Best Engineered Album, Non-Classical",Natural Conclusion,"Rose Cousins (artist), Joao Carvalho (mastering engineer), Ryan Freeland (engineer)",FALSE
2018,Best Folk Album,Mental Illness,Aimee Mann (artist),TRUE
2018,Best Folk Album,Semper Femina,Laura Marling (artist),FALSE
2018,Best Folk Album,You Don't Own Me Anymore,The Secret Sisters (artist),FALSE
2018,Best Gospel Album,Let Them Fall in Love,CeCe Winans,TRUE
2018,Best Gospel Album,Bigger Than Me,Leandria Johnson,FALSE
2018,Best Gospel Album,Crossover: Live from Music City,Travis Greene,FALSE
2018,Best Gospel Performance/Song,Never Have to Be Alone,"Dwan Hill (songwriter), Dwan Hill (songwriter), CeCe Winans (artist)",TRUE
2018,Best Gospel Performance/Song,Better Days,Leandria Johnson (artist),FALSE
2018,Best Gospel Performance/Song,Too Hard Not To,"Warryn Campbell (songwriter), Tina Campbell (songwriter/artist)",FALSE
2018,Best Historical Album,Leonard Bernstein-The Composer,"Leonard Bernstein (artist), Andreas K. Meyer (mastering engineer), Martin Kistner (mastering engineer), Robert Russ (compilation producer)",TRUE
2018,Best Historical Album,Bobo Yeye: Belle Epoque in Upper Volta,"Jon Kirby (compilation producer), Florent Mazzoleni (compilation producer), Rob Sevier (compilation producer), Ken Shipley (compilation producer), Jeff Lipton (mastering engineer), Maria Rice (mastering engineer)",FALSE
2018,Best Historical Album,Washington Phillips and His Mazarene Dreams,"Washington Phillips (artist), Michael Graves (mastering engineer), Steven Lance Ledbetter (compilation producer), April G. Ledbetter (compilation producer), Michael Corcoran (compilation producer)",FALSE
2018,Best Improvised Jazz Solo,Miles Beyond,John McLaughlin (soloist),TRUE
2018,Best Improvised Jazz Solo,Ilimba,Chris Potter (soloist),FALSE
2018,Best Improvised Jazz Solo,Can't Remember Why,Sara Caswell (soloist),FALSE
2018,Best Instrumental Composition,Three Revolutions,"Arturo O'Farrill (artist/composer), Chucho Valdés (composer)",TRUE
2018,Best Instrumental Composition,Alkaline,"Jack Quartet (artist), Le Boeuf Brothers (artist), Pascal Le Boef (composer)",FALSE
2018,Best Instrumental Composition,Choros #3,"Vincent Mendoza (artist/composer), WDR Big Band Cologne (composer)",FALSE
2018,Best Jazz Instrumental Album,Rebirth,Billy Childs (artist),TRUE
2018,Best Jazz Instrumental Album,The Dreamer is the Dream,Chris Potter (artist),FALSE
2018,Best Jazz Instrumental Album,Project Freedom,Joey DeFrancesco (artist),FALSE
2018,Best Jazz Vocal Album,Dreams and Daggers,Cecile McLorin Salvant (artist),TRUE
2018,Best Jazz Vocal Album,Porter Plays Porter,"Nancy King (artist), Randy Porter Trio (artist)",FALSE
2018,Best Jazz Vocal Album,The Journey,The Baylor Project (artist),FALSE
2018,Best Large Jazz Ensemble Album,Bringin'it,Christian McBride Big Band (artist),TRUE
2018,Best Large Jazz Ensemble Album,Homecoming,Christian McBride Big Band (artist),FALSE
2018,Best Large Jazz Ensemble Album,Whispers of the Wind,"The Jazz Surge (artist), Chuck Owen (artist)",FALSE
2018,Best Latin Jazz Album,Jazz Tango,Pablo Ziegler Trio (artist),TRUE
2018,Best Latin Jazz Album,Oddara,"Maqueque (artist), Jane Bunnett (artist)",FALSE
2018,Best Latin Jazz Album,Tipico,Miguel Zenon (artist),FALSE
2018,Best Latin Pop Album,El dorado,Shakira (artist),TRUE
2018,Best Latin Pop Album,Mis planes son amarte,Juanes (artist),FALSE
2018,Best Latin Pop Album,Musas (un homenaje al folclore latinoamericano en las manos de los macorinos),Natalia Lafourcade (artist),FALSE
2018,"Best Latin Rock, Urban or Alternative Album",Residente,Residente (artist),TRUE
2018,"Best Latin Rock, Urban or Alternative Album",Pa'fuera,"Desorden Publico (artist), C4 Trío (artist)",FALSE
2018,"Best Latin Rock, Urban or Alternative Album", El Paradise,Los Amigos Invisibles (artist),FALSE
2018,Best Metal Performance,Sultan's Curse,Mastodon,TRUE
2018,Best Metal Performance,Black Hoodie,Body Count,FALSE
2018,Best Metal Performance,Clockworks,Meshuggah,FALSE
2018,Best Music Film,The Defiant Ones (limited series),"Allen Hughes (director), Andrew A. Kosove (executive producer), Laura Lancaster (executive producer), Broderick Johnson (executive producer), Fritzi Horstman (producer), Sarah Anthony (producer), Gene Kirkwood (executive producer), Steven D. Williams (producer), Doug Pray (executive producer)",TRUE
2018,Best Music Film,Two Trains Runnin' (various artists),One More Time with Feeling (feature film),FALSE
2018,Best Music Film,Soundbreaking (various artists),"Warren Zanes (video producer), Julia Marchesi (video producer), Sally Rosenthal (video producer), Maro Chermayeff (video director), Jeff Dupre (video director), Joshua Bennett (video producer), Amy Schewel (video producer)",FALSE
2018,Best Music Video,Kendrick Lamar: Humble.,"Jason Baum (Producer), Nathan Scherrer (Producer), Jamie Rabineau (Producer), Dave Free (Producer), Anthony Tiffith (Producer), Dave Meyers (Director), The Little Homies (Director)",TRUE
2018,Best Music Video,Jay-Z: The Story of O.J.,"Jay-Z (artist/video director), Mark Romanek (video director), Daniel Midgley (video producer), No I.D. (video producer), Chaka Pilgrim (video producers), Elizabeth Newman (video producers)",FALSE
2018,Best Music Video,Makeba,"Yodelice (video producer), Jain (artist), Lionel Hirle (video producer)",FALSE
2018,Best Musical Theater Album,Dear Evan Hansen original Broadway cast recording,"Laura Dreyfuss (Principal soloist), Mike Faist (Principal soloist), Rachel Bay Jones (Principal soloist), Kristolyn Lloyd (Principal soloist), Michael Park (Principal soloist), Ben Platt (Principal soloist), Will Roland (Principal soloist), Jennifer Laura Thompson (Principal soloist), Pete Ganbarg (Producer), Alex Lacamoire (Producer), Benj Pasek (Producer/ composer/lyricist), Justin Paul (Producer/composer/lyricist), Stacey Mindich (producer)",TRUE
2018,Best Musical Theater Album,Come From Away original Broadway cast recording,"Ian Eisendrath (Producer), August Eriksmoen (Producer), David Hein (Producer/ composer/ lyricist), David Lai (Producer), Irene Sankoff (Producer/ composer/lyricist)",FALSE
2018,Best New Age Album,Dancing on Water,Peter Kater (artists),TRUE
2018,Best New Age Album,Songversation: Medicine,India Arie (artists),FALSE
2018,Best New Age Album,Spiral Revelation,Steve Roach (artists),FALSE
2018,Best New Artist,Alessia Cara,,TRUE
2018,Best New Artist,Khalid,,FALSE
2018,Best New Artist,SZA,,FALSE
2018,Best Opera Recording,Berg: Wozzeck,"Rice University & Houston Grand Opera Children's Chorus (artist), Shepherd School Of Music (artist), Houston Symphony; Chorus Of Students And Alumni (artist), Brad Sayles (producer), Roman Trekel (producer), Anne Schwanewilms (producer), Hans Graf (conductor/producer)",TRUE
2018,Best Opera Recording,Rimsky-Korsakov: The Golden Cockerel,"Mariinsky Orchestra & Chorus (artist), Ilya Petrov (producer), Andrei Serov (producer), Aida Garifullina (producer), Vladimir Feliauer (producer), Valery Gergiev (conductor)",FALSE
2018,Best Opera Recording,Bizet: Lez Pecheurs de Perles,"The Metropolitan Opera Orchestra and Chorus (artist), Jay David Saks (producer), Nicolas Testé (producer), Matthew Polenzani (producer), Mariusz Kwiecien (producer), Diana Damrau (producer), Gianandrea Noseda (conductor)",FALSE
2018,Best Orchestral Performance,Shostakovich: Symphony NO. 5; Barber: Adagio,"The Pittsburgh Symphony Orchestra (artist), Manfred Honeck (conductor)",TRUE
2018,Best Orchestral Performance,Copland: Symphony NO. 3; Three Latin American Sketches,"Detroit Symphony Orchestra (artist), Leonard Slatkin (conductor)",FALSE
2018,Best Orchestral Performance,Debussy: Images; Jeux & La Plus Que Lente,"San Francisco Symphony (artist), Michael Tilson Thomas (conductor)",FALSE
2018,Best Pop Duo/Group Performance,Feel it Still,Portugal. The Man,TRUE
2018,Best Pop Duo/Group Performance,Despacito,"Luis Fonsi, Daddy Yankee, Justin Bieber",FALSE
2018,Best Pop Duo/Group Performance,Stay,"Zedd, Alessia Cara",FALSE
2018,Best Pop Solo Performance,Shape of You,Ed Sheeran,TRUE
2018,Best Pop Solo Performance,Praying,Kesha,FALSE
2018,Best Pop Solo Performance,What About Us,Pink,FALSE
2018,Best Pop Vocal Album,Divide,Ed Sheeran,TRUE
2018,Best Pop Vocal Album,Evolve,Imagine Dragons,FALSE
2018,Best Pop Vocal Album,Joanne,Lady Gaga,FALSE
2018,Best R&B Album,24K Magic,Bruno Mars,TRUE
2018,Best R&B Album,Let Love Rule,Ledisi Young,FALSE
2018,Best R&B Album,Gumbo,PJ Morton,FALSE
2018,Best R&B Performance,That's What I Like,Bruno Mars,TRUE
2018,Best R&B Performance,Distraction,Kehlani,FALSE
2018,Best R&B Performance,The Weekend,SZA,FALSE
2018,Best R&B Song,That's What I Like,"Jonathan Yip (songwriter), Ray Romulus (songwriter), Jeremy Reeves (songwriter), Ray Charles McCullough II (songwriter), Bruno Mars (songwriter/artist), Philip Lawrence (songwriter), James Fauntleroy (songwriter), Brody Brown (songwriter)",TRUE
2018,Best R&B Song,Redbone,"Donald Glover (artist/producer/engineer/mixer), Ludwig Göransson (producer/engineer/mixer)",FALSE
2018,Best R&B Song,First Began,PJ Morton (songwriter),FALSE
2018,Best Rap Album,Damn,Kendrick Lamar (artist),TRUE
2018,Best Rap Album,Culture,Migos (artist),FALSE
2018,Best Rap Album,Flower Boy,Tyler the Creator (artist),FALSE
2018,Best Rap Performance,HUMBLE.,Kendrick Lamar,TRUE
2018,Best Rap Performance,Bodak Yellow,Cardi B,FALSE
2018,Best Rap Performance,Bad and Boujee,"Migos, Lil Uzi Vert",FALSE
2018,Best Rap Song,Humble,"Mike Will Made It (songwriter), Asheton Hogan (songwriter), Kendrick Lamar (songwriter/artist)",TRUE
2018,Best Rap Song,The Story of O.J.,"No I.D. (artist), Jay-Z (song writer/artist)",FALSE
2018,Best Rap Song,Sassy,"Wyann Vaughn (song writer), Rapsody (song writer/artist), E. Gabouerd (song writer), Jason Martin (song writer)",FALSE
2018,Best Rap/Sung Performance,LOYALTY.,"Kendrick Lamar, Rihanna",TRUE
2018,Best Rap/Sung Performance,Crew,"GoldLink, Brent Faiyaz, Shy Glizzy",FALSE
2018,Best Rap/Sung Performance,Love Galore,"SZA, Travis Scott",FALSE
2018,Best Recording Package,El Orisha de la Rosa,"Carlos Dussan (art director), Juliana Jaramillo (art director), Juan Martinez (art director), Claudio Roncoli (art director), Magín Díaz (artist)",TRUE
2018,Best Recording Package,Mura Masa,"Alex Crossan (art director), Matt De Jong (art director)",FALSE
2018,Best Recording Package,Sleep Well Beast,"The National (artist), Elyanna Blaser-Gould (art director), Luke Hayman (art director), Andrea Trabucco-Campos (art director)",FALSE
2018,Best Reggae Album,Stony Hill,Damian Marley (artist),TRUE
2018,Best Reggae Album, Lost in Paradise,Common Kings (artist),FALSE
2018,Best Reggae Album,Avrakedabra,Morgan Heritage (artist),FALSE
2018,Best Regional Mexican Music Album (Including Tejano),Arriero somos versiones acusticas,Aida Cuevas (artist),TRUE
2018,Best Regional Mexican Music Album (Including Tejano),Zapateando en el norte,Humberto Novoa (artist),FALSE
2018,Best Regional Mexican Music Album (Including Tejano),Ni diablo ni santo,"Su Norteño Banda (artist), Julión Álvarez (artist)",FALSE
2018,Best Regional Music Album,Kalenda,The Lost Bayou Ramblers (artist),TRUE
2018,Best Regional Music Album,Pua Kiele,Josh Tatofi (artist),FALSE
2018,Best Regional Music Album,Top of the Mountain,"The Zydeco Hellraisers (artist), Dwayne Dopsie (artist)",FALSE
2018,Best Regional Roots Music Album,Kalenda,The Lost Bayou Ramblers (artist),TRUE
2018,Best Regional Roots Music Album,Pua Kiele,Josh Tatofi (artist),FALSE
2018,Best Regional Roots Music Album,Top of the Mountain,"The Zydeco Hellraisers (artist), Dwayne Dopsie (artist)",FALSE
2018,"Best Remixed Recording, Non-Classical",You Move (Latroit Remix),"Depeche Mode (artist), Dennis White (remixer)",TRUE
2018,"Best Remixed Recording, Non-Classical",Funk O'De Funk (Smle Remix),"Bobby Rush (artist), Smle (remixer)",FALSE
2018,"Best Remixed Recording, Non-Classical",A Violent Noise (Four Tet Remix),"The xx (artist), Four Tet (remixer)",FALSE
2018,Best Rock Album,A Deeper Understanding,The War on Drugs,TRUE
2018,Best Rock Album,Hardwired...to Self-Destruct,Metallica,FALSE
2018,Best Rock Album,Villains,Queens of the Stone Age,FALSE
2018,Best Rock Performance,You Want it Darker,Leonard Cohen,TRUE
2018,Best Rock Performance,Run,Foo Fighters,FALSE
2018,Best Rock Performance,Go To War,Nothing More,FALSE
2018,Best Rock Song,Run,Foo Fighters,TRUE
2018,Best Rock Song,Blood in the Cut,K.Flay,FALSE
2018,Best Rock Song,Go to War,Nothing More,FALSE
2018,Best Roots Gospel Album,Sing It Now:Songs of Faith & Hope,Reba McEntire (artist),TRUE
2018,Best Roots Gospel Album,Give Me Jesus,Larry Cordle (artist),FALSE
2018,Best Roots Gospel Album,The Best of the Collingsworth Family-Volume 1,The Collingsworth Family (artist),FALSE
2018,Best Score Soundtrack for Visual Media,La La Land,"Justin Hurwitz, Marius De Vries, Nick Baxter, Steven Gizicki",TRUE
2018,Best Score Soundtrack for Visual Media,Dunkirk,Hans Zimmer,FALSE
2018,Best Score Soundtrack for Visual Media,Hidden Figures,"Hans Zimmer, Pharrell Williams, Benjamin Wallfisch",FALSE
2018,Best Song Written for Visual Media,How Far I'll Go,Moana,TRUE
2018,Best Song Written for Visual Media,City of Stars,La La Land,FALSE
2018,Best Song Written for Visual Media,Stand Up for Something,Marshall,FALSE
2018,Best Spoken Word Album,The Princess Diarist.,Carrie Fisher,TRUE
2018,Best Spoken Word Album,Born to Run,Bruce Springsteen,FALSE
2018,Best Spoken Word Album,Confessions of a Serial Songwriter,Shelly Peiken,FALSE
2018,Best Surround Sound Album, Early Americans,"Jane Ira Bloom (surround producer/artist), Darcy Proper (surround mastering engineer), Jim Anderson (surround mix engineer/surround producer)",TRUE
2018,Best Surround Sound Album,3-D The Catalogue,"Kraftwerk (artist), Fritz Hilpert (surround producer), Tom Ammermann (surround mastering engineer), Fritz Hilpert (surround mix engineer)",FALSE
2018,Best Surround Sound Album,Tyberg: Masses,"South Dakota Chorale (artist), Christopher Jacobson (artist), Brian A. Schmidt (artist), Blanton Alspaugh (surround producer), Jesse Brayman (surround mix engineer/surround mastering engineer)",FALSE
2018,Best Traditional Blues Album,Blue & Lonesome,The Rolling Stones (artist),TRUE
2018,Best Traditional Blues Album,Migration Blues,Eric Bibb (artist),FALSE
2018,Best Traditional Blues Album,Roll and Tumble,R.L. Boyce (artist),FALSE
2018,Best Traditional Pop Vocal Album,Tony Bennett Celebrates 90,Tony Bennett,TRUE
2018,Best Traditional Pop Vocal Album,Nobody But Me (Deluxe Edition),Michael Bublé,FALSE
2018,Best Traditional Pop Vocal Album,In Full Swing,Seth MacFarlane,FALSE
2018,Best Traditional R&B Performance,Redbone,Donald Glover,TRUE
2018,Best Traditional R&B Performance,All the Way,Ledisi Young (artist),FALSE
2018,Best Traditional R&B Performance,Laugh and Move On,The Baylor Project Best R&B Song,FALSE
2018,Best Tropical Latin Album,Salsa Big Band,"Roberto Delgado & Orquesta (artist), Rubén Blades (artist)",TRUE
2018,Best Tropical Latin Album,Indestructible,Diego El Cigala (artist),FALSE
2018,Best Tropical Latin Album,Gente Valiente,Silvestre Dangond (artist),FALSE
2018,Best Urban Contemporary Album,Starboy,The Weeknd,TRUE
2018,Best Urban Contemporary Album,"'Awaken, My Love!'",Donald Glover,FALSE
2018,Best Urban Contemporary Album,Crtl,SZA,FALSE
2018,Best World Music Album,Shaka Zulu Revisited:30TH Anniversary Celebration,"Ladysmith Black Mambazo, (artist)",TRUE
2018,Best World Music Album,Elwan,Tinariwen (artist),FALSE
2018,Best World Music Album,Memoria de los sentidos,Vicente Amigo (artist),FALSE
2018,"Producer of the Year, Classical",David Frost (producer),,TRUE
2018,"Producer of the Year, Classical",Judith Sherman,,FALSE
2018,"Producer of the Year, Classical",Morten Lindberg (producer),,FALSE
2018,"Producer of the Year, Non-Classical",Greg Kurstin (producer),,TRUE
